1040	0.00
1060	0.02
1080	0.11
1100	0.42
1120	0.32
1140	0.47
1160	0.63
1180	0.73
1200	0.77
1220	0.81
1240	0.83
1260	0.88
1280	0.94
1300	0.91
1320	0.79
1340	0.68
1360	0.04
1380	0.11
1400	0.07
1420	0.03
1440	0.00
