#      Teff	   Log(g)	Metallicity	L/H	   Vturb     SED_name	
	3200       5.5		0.00000      0.00000      0.00000	lte32-5.5-0.0.NextGen.spec.dat.txt
	3300       3.5		0.00000      0.00000      0.00000	lte33-3.5-0.0.NextGen.spec.dat.txt
	3300       4		0.00000      0.00000      0.00000	lte33-4.0-0.0.NextGen.spec.dat.txt
	3300       4.5		0.00000      0.00000      0.00000	lte33-4.5-0.0.NextGen.spec.dat.txt
	3300       5		0.00000      0.00000      0.00000	lte33-5.0-0.0.NextGen.spec.dat.txt
	3300       5.5		0.00000      0.00000      0.00000	lte33-5.5-0.0.NextGen.spec.dat.txt
	3400       3.5		0.00000      0.00000      0.00000	lte34-3.5-0.0.NextGen.spec.dat.txt
	3400	   4		0.00000      0.00000      0.00000	lte34-4.0-0.0.NextGen.spec.dat.txt
	3400       4.5		0.00000      0.00000      0.00000	lte34-4.5-0.0.NextGen.spec.dat.txt
	3400	   5		0.00000      0.00000      0.00000	lte34-5.0-0.0.NextGen.spec.dat.txt
	3400	   5.5		0.00000      0.00000      0.00000	lte34-5.5-0.0.NextGen.spec.dat.txt
      3500.00      0.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=0.00000.dat.txt
      3500.00     0.500000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=0.50000.dat.txt
      3500.00      1.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=1.00000.dat.txt
      3500.00      1.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=1.50000.dat.txt
      3500.00      2.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=2.00000.dat.txt
      3500.00      2.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=2.50000.dat.txt
      3500.00      3.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=3.00000.dat.txt
      3500.00      3.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=3.50000.dat.txt
      3500.00      4.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=4.00000.dat.txt
      3500.00      4.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=4.50000.dat.txt
      3500.00      5.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3500..logg=5.00000.dat.txt
      3750.00      0.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=0.00000.dat.txt
      3750.00     0.500000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=0.50000.dat.txt
      3750.00      1.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=1.00000.dat.txt
      3750.00      1.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=1.50000.dat.txt
      3750.00      2.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=2.00000.dat.txt
      3750.00      2.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=2.50000.dat.txt
      3750.00      3.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=3.00000.dat.txt
      3750.00      3.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=3.50000.dat.txt
      3750.00      4.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=4.00000.dat.txt
      3750.00      4.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=4.50000.dat.txt
      3750.00      5.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=3750..logg=5.00000.dat.txt
      4000.00      0.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=0.00000.dat.txt
      4000.00     0.500000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=0.50000.dat.txt
      4000.00      1.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=1.00000.dat.txt
      4000.00      1.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=1.50000.dat.txt
      4000.00      2.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=2.00000.dat.txt
      4000.00      2.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=2.50000.dat.txt
      4000.00      3.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=3.00000.dat.txt
      4000.00      3.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=3.50000.dat.txt
      4000.00      4.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=4.00000.dat.txt
      4000.00      4.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=4.50000.dat.txt
      4000.00      5.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4000..logg=5.00000.dat.txt
      4250.00      0.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=0.00000.dat.txt
      4250.00     0.500000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=0.50000.dat.txt
      4250.00      1.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=1.00000.dat.txt
      4250.00      1.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=1.50000.dat.txt
      4250.00      2.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=2.00000.dat.txt
      4250.00      2.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=2.50000.dat.txt
      4250.00      3.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=3.00000.dat.txt
      4250.00      3.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=3.50000.dat.txt
      4250.00      4.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=4.00000.dat.txt
      4250.00      4.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=4.50000.dat.txt
      4250.00      5.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4250..logg=5.00000.dat.txt
      4500.00      0.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4500..logg=0.00000.dat.txt
      4500.00     0.500000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4500..logg=0.50000.dat.txt
      4500.00      1.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4500..logg=1.00000.dat.txt
      4500.00      1.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4500..logg=1.50000.dat.txt
      4500.00      2.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4500..logg=2.00000.dat.txt
      4500.00      2.50000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4500..logg=2.50000.dat.txt
      4500.00      3.00000      0.00000      1.25000      2.00000 fp00k2odfnew.pck.teff=4500..logg=3.00000.dat.txt
