20500.000000 0.040000
20520.000000 0.010000
20540.000000 0.010000
20560.000000 0.020000
20580.000000 0.020000
20600.000000 0.350000
20620.000000 0.060000
20640.000000 0.090000
20660.000000 0.130000
20680.000000 0.200000
20700.000000 0.600000
20720.000000 0.500000
20740.000000 0.590000
20760.000000 0.600000
20780.000000 0.610000
20800.000000 0.590000
20820.000000 0.570000
20840.000000 0.560000
20860.000000 0.570000
20880.000000 0.580000
20900.000000 0.590000
20920.000000 0.580000
20940.000000 0.570000
20960.000000 0.580000
20980.000000 0.590000
21000.000000 0.590000
21020.000000 0.590000
21040.000000 0.580000
21060.000000 0.570000
21080.000000 0.550000
21100.000000 0.520000
21120.000000 0.510000
21140.000000 0.500000
21160.000000 0.490000
21180.000000 0.500000
21200.000000 0.530000
21220.000000 0.550000
21240.000000 0.570000
21260.000000 0.570000
21280.000000 0.480000
21300.000000 0.330000
21320.000000 0.200000
21340.000000 0.140000
21360.000000 0.100000
21380.000000 0.050000
21400.000000 0.030000
21420.000000 0.020000
21440.000000 0.010000
21460.000000 0.010000
