#ftp://ftp.stsci.edu/cdbs/comp/wfpc2/
#wfpc2_f502n_005_syn.txt
#Angstrom %1
4982.000000 0.005857
4984.000000 0.011048
4986.000000 0.021369
4988.000000 0.041670
4990.000000 0.081534
4992.000000 0.154543
4994.000000 0.271083
4996.000000 0.420889
4998.000000 0.547894
5000.000000 0.611672
5002.000000 0.628856
5004.000000 0.633262
5006.000000 0.636015
5008.000000 0.637447
5010.000000 0.637227
5012.000000 0.633151
5014.000000 0.623788
5016.000000 0.610020
5018.000000 0.592726
5020.000000 0.575762
5022.000000 0.562214
5024.000000 0.554503
5026.000000 0.541615
5028.000000 0.497885
5030.000000 0.388284
5032.000000 0.232200
5034.000000 0.112575
5036.000000 0.051055
5038.000000 0.023947
5040.000000 0.012040
5042.000000 0.006406
