#ftp://ftp.stsci.edu/cdbs/comp/wfpc2/
#wfpc2_f850lp_006_syn.txt
#Angstrom %1
8320.000000 0.010104
8330.000000 0.016565
8340.000000 0.024992
8350.000000 0.033948
8360.000000 0.045093
8370.000000 0.056681
8380.000000 0.071362
8390.000000 0.085502
8400.000000 0.103650
8410.000000 0.121261
8420.000000 0.141222
8430.000000 0.162007
8440.000000 0.184602
8450.000000 0.207215
8460.000000 0.232557
8470.000000 0.256364
8480.000000 0.282672
8490.000000 0.307616
8500.000000 0.334587
8510.000000 0.359370
8520.000000 0.386445
8530.000000 0.411001
8540.000000 0.436513
8550.000000 0.459448
8560.000000 0.483748
8570.000000 0.505745
8580.000000 0.527743
8590.000000 0.546766
8600.000000 0.567115
8610.000000 0.585058
8620.000000 0.603873
8630.000000 0.620698
8640.000000 0.637731
8650.000000 0.651676
8660.000000 0.667108
8670.000000 0.680191
8680.000000 0.693256
8690.000000 0.705798
8700.000000 0.717451
8710.000000 0.728914
8720.000000 0.738994
8730.000000 0.748600
8740.000000 0.758149
8750.000000 0.765823
8760.000000 0.775088
8770.000000 0.782515
8780.000000 0.788995
8790.000000 0.795778
8800.000000 0.802486
8810.000000 0.807923
8820.000000 0.812755
8830.000000 0.816715
8840.000000 0.822513
8850.000000 0.826473
8860.000000 0.829125
8870.000000 0.833540
8880.000000 0.837045
8890.000000 0.841251
8900.000000 0.843639
8910.000000 0.847997
8920.000000 0.850232
8930.000000 0.852544
8940.000000 0.855329
8950.000000 0.856788
8960.000000 0.858853
8970.000000 0.861790
8980.000000 0.861809
8990.000000 0.865257
9000.000000 0.866603
9010.000000 0.866167
9020.000000 0.869047
9030.000000 0.871093
9040.000000 0.871946
9050.000000 0.873632
9060.000000 0.874958
9070.000000 0.874466
9080.000000 0.876209
9090.000000 0.876910
9100.000000 0.877630
9110.000000 0.879278
9120.000000 0.879183
9130.000000 0.880036
9140.000000 0.881059
9150.000000 0.880548
9160.000000 0.882651
9170.000000 0.881628
9180.000000 0.882954
9190.000000 0.882935
9200.000000 0.883863
9210.000000 0.884053
9220.000000 0.885076
9230.000000 0.886270
9240.000000 0.885947
9250.000000 0.886232
9260.000000 0.885853
9270.000000 0.887312
9280.000000 0.886194
9290.000000 0.885796
9300.000000 0.887956
9310.000000 0.886251
9320.000000 0.887994
9330.000000 0.887028
9340.000000 0.889017
9350.000000 0.887861
9360.000000 0.888221
9370.000000 0.889623
9380.000000 0.888903
9390.000000 0.887842
9400.000000 0.889377
9410.000000 0.888221
9420.000000 0.888790
9430.000000 0.890002
9440.000000 0.889661
9450.000000 0.889699
9460.000000 0.889244
9470.000000 0.890969
9480.000000 0.890684
9490.000000 0.889567
9500.000000 0.890286
9510.000000 0.890552
9520.000000 0.890400
9530.000000 0.889794
9540.000000 0.890305
9550.000000 0.890267
9560.000000 0.891613
9570.000000 0.889093
9580.000000 0.889907
9590.000000 0.890760
9600.000000 0.890230
9610.000000 0.889851
9620.000000 0.890002
9630.000000 0.890627
9640.000000 0.890571
9650.000000 0.890969
9660.000000 0.890949
9670.000000 0.890400
9680.000000 0.888676
9690.000000 0.891082
9700.000000 0.891347
9710.000000 0.890362
9720.000000 0.891632
9730.000000 0.889775
9740.000000 0.889870
9750.000000 0.890381
9760.000000 0.891196
9770.000000 0.892162
9780.000000 0.890684
9790.000000 0.891556
9800.000000 0.891196
9810.000000 0.890002
9820.000000 0.891177
9830.000000 0.890703
9840.000000 0.889434
9850.000000 0.891082
9860.000000 0.890684
9870.000000 0.891442
9880.000000 0.891272
9890.000000 0.891556
9900.000000 0.890969
9910.000000 0.890400
9920.000000 0.890400
9930.000000 0.890874
9940.000000 0.890722
9950.000000 0.890798
9960.000000 0.891025
9970.000000 0.890173
9980.000000 0.891651
9990.000000 0.891310
10000.000000 0.891158
10010.000000 0.891594
10020.000000 0.892181
10030.000000 0.892295
10040.000000 0.890703
10050.000000 0.891291
10060.000000 0.890874
10070.000000 0.889282
10080.000000 0.890154
10090.000000 0.889983
10100.000000 0.889604
10110.000000 0.888733
10120.000000 0.889718
10130.000000 0.891120
10140.000000 0.890627
10150.000000 0.890495
10160.000000 0.890286
10170.000000 0.890533
10180.000000 0.890912
10190.000000 0.890627
10200.000000 0.890381
10210.000000 0.889680
10220.000000 0.890646
10230.000000 0.891044
10240.000000 0.891442
10250.000000 0.890779
10260.000000 0.888752
10270.000000 0.889756
10280.000000 0.889074
10290.000000 0.889491
10300.000000 0.890059
10310.000000 0.889945
10320.000000 0.888790
10330.000000 0.889547
10340.000000 0.889604
10350.000000 0.889339
10360.000000 0.889888
10370.000000 0.889225
10380.000000 0.889529
10390.000000 0.888619
10400.000000 0.889188
10410.000000 0.888752
10420.000000 0.888221
10430.000000 0.887748
10440.000000 0.888354
10450.000000 0.888922
10460.000000 0.888884
10470.000000 0.890267
10480.000000 0.888411
10490.000000 0.888827
10500.000000 0.888259
10510.000000 0.888164
10520.000000 0.887293
10530.000000 0.887861
10540.000000 0.888562
10550.000000 0.888827
10560.000000 0.887274
10570.000000 0.888088
10580.000000 0.886611
10590.000000 0.887766
10600.000000 0.886857
10610.000000 0.887387
10620.000000 0.888411
10630.000000 0.886611
10640.000000 0.887406
10650.000000 0.887672
10660.000000 0.887956
10670.000000 0.887653
10680.000000 0.885569
10690.000000 0.887179
10700.000000 0.886402
10710.000000 0.886251
10720.000000 0.885588
10730.000000 0.886611
10740.000000 0.886743
10750.000000 0.887937
10760.000000 0.888221
10770.000000 0.887729
10780.000000 0.886743
10790.000000 0.886876
10800.000000 0.886402
10810.000000 0.886251
10820.000000 0.886971
10830.000000 0.887804
10840.000000 0.884735
10850.000000 0.885569
10860.000000 0.885493
10870.000000 0.885095
10880.000000 0.885663
10890.000000 0.885815
10900.000000 0.886952
10910.000000 0.885227
10920.000000 0.885682
10930.000000 0.885190
10940.000000 0.884337
10950.000000 0.883863
10960.000000 0.884868
10970.000000 0.884849
10980.000000 0.885663
10990.000000 0.884526
11000.000000 0.885606
