#ftp://ftp.stsci.edu/cdbs/comp/wfpc2/
#wfpc2_f658n_005_syn.txt
#Angstrom %1
6558.000000 0.006854
6560.000000 0.011991
6562.000000 0.021630
6564.000000 0.040065
6566.000000 0.072854
6568.000000 0.134922
6570.000000 0.246799
6572.000000 0.416431
6574.000000 0.618574
6576.000000 0.751296
6578.000000 0.791457
6580.000000 0.788397
6582.000000 0.782660
6584.000000 0.782373
6586.000000 0.788015
6588.000000 0.792796
6590.000000 0.796047
6592.000000 0.796908
6594.000000 0.794613
6596.000000 0.791457
6598.000000 0.787824
6600.000000 0.785720
6602.000000 0.786007
6604.000000 0.780365
6606.000000 0.738961
6608.000000 0.617140
6610.000000 0.417482
6612.000000 0.233603
6614.000000 0.115989
6616.000000 0.058195
6618.000000 0.029834
6620.000000 0.016074
6622.000000 0.009099
6624.000000 0.005224
