#ftp://ftp.stsci.edu/cdbs/comp/wfpc2/
#wfpc2_f953n_005_syn.txt
#Angstrom %1
9464.000000 0.004082
9465.000000 0.004960
9466.000000 0.003490
9467.000000 0.003705
9468.000000 0.004096
9469.000000 0.003736
9470.000000 0.003734
9471.000000 0.004508
9472.000000 0.004371
9473.000000 0.004108
9474.000000 0.005976
9475.000000 0.004799
9476.000000 0.005580
9477.000000 0.004794
9478.000000 0.005136
9479.000000 0.005092
9480.000000 0.006042
9481.000000 0.006341
9482.000000 0.005908
9483.000000 0.006591
9484.000000 0.007917
9485.000000 0.008470
9486.000000 0.008674
9487.000000 0.010376
9488.000000 0.012029
9489.000000 0.012886
9490.000000 0.015214
9491.000000 0.016135
9492.000000 0.019446
9493.000000 0.024387
9494.000000 0.027127
9495.000000 0.031158
9496.000000 0.040130
9497.000000 0.047430
9498.000000 0.055461
9499.000000 0.065808
9500.000000 0.078567
9501.000000 0.098881
9502.000000 0.117438
9503.000000 0.136694
9504.000000 0.158700
9505.000000 0.195942
9506.000000 0.241331
9507.000000 0.274975
9508.000000 0.313169
9509.000000 0.365752
9510.000000 0.429232
9511.000000 0.482026
9512.000000 0.532176
9513.000000 0.585393
9514.000000 0.655539
9515.000000 0.707381
9516.000000 0.743670
9517.000000 0.782922
9518.000000 0.832331
9519.000000 0.865764
9520.000000 0.887770
9521.000000 0.906180
9522.000000 0.925118
9523.000000 0.940036
9524.000000 0.948394
9525.000000 0.952414
9526.000000 0.955059
9527.000000 0.954953
9528.000000 0.956011
9529.000000 0.955483
9530.000000 0.954742
9531.000000 0.954213
9532.000000 0.954001
9533.000000 0.952309
9534.000000 0.952414
9535.000000 0.952732
9536.000000 0.951356
9537.000000 0.952309
9538.000000 0.953049
9539.000000 0.952520
9540.000000 0.952414
9541.000000 0.952097
9542.000000 0.951885
9543.000000 0.951674
9544.000000 0.951039
9545.000000 0.950404
9546.000000 0.949029
9547.000000 0.949029
9548.000000 0.946807
9549.000000 0.945855
9550.000000 0.943527
9551.000000 0.943421
9552.000000 0.941411
9553.000000 0.939824
9554.000000 0.938025
9555.000000 0.935804
9556.000000 0.935698
9557.000000 0.934217
9558.000000 0.934640
9559.000000 0.934957
9560.000000 0.936227
9561.000000 0.936438
9562.000000 0.938660
9563.000000 0.940036
9564.000000 0.940776
9565.000000 0.942363
9566.000000 0.941728
9567.000000 0.940353
9568.000000 0.937602
9569.000000 0.928821
9570.000000 0.915278
9571.000000 0.897398
9572.000000 0.878248
9573.000000 0.853914
9574.000000 0.814557
9575.000000 0.766100
9576.000000 0.727166
9577.000000 0.685797
9578.000000 0.634590
9579.000000 0.563175
9580.000000 0.507524
9581.000000 0.459491
9582.000000 0.406696
9583.000000 0.338667
9584.000000 0.290104
9585.000000 0.254767
9586.000000 0.218054
9587.000000 0.176792
9588.000000 0.143359
9589.000000 0.121565
9590.000000 0.105314
9591.000000 0.084841
9592.000000 0.065448
9593.000000 0.054604
9594.000000 0.048054
9595.000000 0.040236
9596.000000 0.031973
9597.000000 0.026154
9598.000000 0.023170
9599.000000 0.020769
9600.000000 0.016632
9601.000000 0.013119
9602.000000 0.012685
9603.000000 0.011860
9604.000000 0.009738
9605.000000 0.008994
9606.000000 0.007353
9607.000000 0.007233
9608.000000 0.006896
9609.000000 0.006845
9610.000000 0.006190
9611.000000 0.005389
9612.000000 0.004411
9613.000000 0.004692
9614.000000 0.004505
9615.000000 0.004323
9616.000000 0.005060
