#ftp://ftp.stsci.edu/cdbs/comp/wfpc2/
#wfpc2_f1042m_006_syn.txt
#Angstrom %1
9890.000000 0.004095
9900.000000 0.005911
9920.000000 0.008934
9930.000000 0.014549
9940.000000 0.024193
9950.000000 0.039853
9960.000000 0.067750
9970.000000 0.112391
9980.000000 0.185017
9990.000000 0.285559
10000.000000 0.401322
10010.000000 0.497558
10020.000000 0.555101
10030.000000 0.579441
10040.000000 0.589839
10050.000000 0.600958
10060.000000 0.619653
10070.000000 0.647468
10080.000000 0.680550
10090.000000 0.716404
10100.000000 0.749203
10110.000000 0.780192
10120.000000 0.800697
10130.000000 0.813592
10140.000000 0.816406
10150.000000 0.813961
10160.000000 0.805064
10170.000000 0.793619
10180.000000 0.783718
10190.000000 0.772488
10200.000000 0.764080
10210.000000 0.757877
10220.000000 0.754359
10230.000000 0.753896
10240.000000 0.753313
10250.000000 0.754994
10260.000000 0.760871
10270.000000 0.765607
10280.000000 0.771312
10290.000000 0.776417
10300.000000 0.781102
10310.000000 0.786181
10320.000000 0.790702
10330.000000 0.795386
10340.000000 0.799016
10350.000000 0.799710
10360.000000 0.802465
10370.000000 0.802224
10380.000000 0.804652
10390.000000 0.804824
10400.000000 0.803760
10410.000000 0.804412
10420.000000 0.804584
10430.000000 0.803039
10440.000000 0.803700
10450.000000 0.801907
10460.000000 0.801941
10470.000000 0.800637
10480.000000 0.801315
10490.000000 0.801555
10500.000000 0.800466
10510.000000 0.800362
10520.000000 0.798183
10530.000000 0.797231
10540.000000 0.794228
10550.000000 0.792529
10560.000000 0.791062
10570.000000 0.789080
10580.000000 0.786464
10590.000000 0.785820
10600.000000 0.783598
10610.000000 0.783581
10620.000000 0.783083
10630.000000 0.780321
10640.000000 0.779369
10650.000000 0.776529
10660.000000 0.774161
10670.000000 0.771904
10680.000000 0.769305
10690.000000 0.769442
10700.000000 0.769073
10710.000000 0.767280
10720.000000 0.765547
10730.000000 0.761592
10740.000000 0.754823
10750.000000 0.745703
10760.000000 0.733957
10770.000000 0.721963
10780.000000 0.713530
10790.000000 0.706838
10800.000000 0.708433
10810.000000 0.715511
10820.000000 0.732559
10830.000000 0.757542
10840.000000 0.784319
10850.000000 0.808110
10860.000000 0.807209
10870.000000 0.761137
10880.000000 0.663228
10890.000000 0.516201
10900.000000 0.375121
10910.000000 0.247338
10920.000000 0.162392
10930.000000 0.101847
10940.000000 0.066835
10950.000000 0.042826
10960.000000 0.028932
10970.000000 0.019062
10980.000000 0.013217
10990.000000 0.008926
11000.000000 0.006517
