#ftp://ftp.stsci.edu/cdbs/comp/wfpc2/
#wfpc2_f157w_003_syn.txt
#Angstrom %1
1290.000000 0.054890
1320.000000 0.138730
1350.000000 0.168740
1410.000000 0.162480
1440.000000 0.156230
1470.000000 0.150000
1500.000000 0.141230
1530.000000 0.133730
1560.000000 0.125000
1590.000000 0.115000
1620.000000 0.104940
1650.000000 0.092470
1680.000000 0.081220
1710.000000 0.070000
1740.000000 0.060000
1770.000000 0.050000
1800.000000 0.040000
1860.000000 0.017980
1870.000000 0.016800
1880.000000 0.015680
1890.000000 0.014600
1900.000000 0.013600
1910.000000 0.012680
1920.000000 0.011740
1930.000000 0.010850
1940.000000 0.010070
1950.000000 0.009370
1960.000000 0.008740
1970.000000 0.008140
1980.000000 0.007580
1990.000000 0.007070
2000.000000 0.006590
2010.000000 0.006160
2020.000000 0.005750
2030.000000 0.005370
2040.000000 0.005030
2050.000000 0.004710
2060.000000 0.004430
2070.000000 0.004170
