#lambda[nm]	BBF_Y	BBF_J	BBF_H	BBF_Ks
#1	          2	  3   	  4	  5
2188	-4.54E-004	8.39E-002	1.56E-003	9.46E+001
2189	5.26E-004	9.02E-002	1.75E-003	9.48E+001
2190	1.74E-003	8.47E-002	4.68E-003	9.49E+001
2191	-2.37E-003	8.53E-002	7.80E-004	9.49E+001
2192	7.97E-004	9.65E-002	2.92E-003	9.51E+001
2193	2.44E-003	9.66E-002	5.46E-003	9.53E+001
2194	5.18E-003	9.55E-002	1.17E-003	9.53E+001
2195	-5.62E-004	1.02E-001	1.95E-003	9.54E+001
2196	-3.34E-003	9.85E-002	2.63E-003	9.57E+001
2197	-2.95E-003	9.36E-002	9.75E-004	9.58E+001
2198	-1.55E-003	9.97E-002	2.83E-003	9.58E+001
2199	3.95E-003	1.06E-001	3.32E-003	9.59E+001
2200	-3.22E-003	1.02E-001	3.61E-003	9.61E+001
2201	-2.21E-003	9.60E-002	7.70E-003	9.61E+001
2202	3.79E-003	9.49E-002	8.58E-003	9.62E+001
2203	-1.72E-003	9.38E-002	4.00E-003	9.63E+001
2204	8.20E-005	8.34E-002	1.76E-003	9.64E+001
2205	-1.47E-003	8.45E-002	4.88E-004	9.64E+001
2206	-1.07E-003	9.21E-002	1.85E-003	9.65E+001
2207	-2.79E-004	8.66E-002	2.73E-003	9.66E+001
2208	-2.36E-003	7.78E-002	1.17E-003	9.65E+001
2209	4.72E-003	7.83E-002	1.56E-003	9.66E+001
2210	2.19E-003	7.54E-002	3.51E-003	9.66E+001
2211	-4.58E-004	6.97E-002	6.24E-003	9.65E+001
2212	-6.33E-004	6.66E-002	4.78E-003	9.65E+001
2213	-2.24E-003	6.93E-002	2.54E-003	9.64E+001
2214	6.31E-004	6.47E-002	4.88E-003	9.63E+001
2215	2.85E-003	5.47E-002	5.37E-003	9.63E+001
2216	3.28E-003	5.47E-002	2.93E-003	9.62E+001
2217	-3.18E-003	5.91E-002	3.51E-003	9.61E+001
2218	-2.52E-003	5.81E-002	4.10E-003	9.60E+001
2219	1.82E-003	5.15E-002	7.03E-003	9.59E+001
2220	3.47E-003	4.29E-002	1.17E-003	9.57E+001
2221	1.53E-003	4.34E-002	2.34E-003	9.56E+001
2222	-3.66E-003	4.51E-002	4.49E-003	9.55E+001
2223	8.35E-004	4.23E-002	1.07E-003	9.53E+001
2224	6.47E-004	4.10E-002	8.78E-004	9.51E+001
2225	5.20E-004	3.71E-002	3.42E-003	9.50E+001
2226	3.74E-003	3.58E-002	5.66E-003	9.49E+001
2227	3.00E-004	3.73E-002	2.73E-003	9.46E+001
2228	1.59E-003	3.81E-002	2.83E-003	9.45E+001
2229	2.75E-003	3.84E-002	2.93E-003	9.44E+001
2230	-2.14E-004	3.24E-002	1.66E-003	9.42E+001
2231	-2.74E-003	2.86E-002	4.59E-003	9.40E+001
2232	3.69E-004	3.37E-002	6.83E-004	9.39E+001
2233	6.95E-004	3.18E-002	2.83E-003	9.38E+001
2234	2.28E-003	2.90E-002	5.96E-003	9.36E+001
2235	1.34E-003	3.41E-002	4.79E-003	9.35E+001
2236	-1.83E-003	3.01E-002	5.86E-004	9.35E+001
2237	-3.12E-003	2.19E-002	3.03E-003	9.33E+001
2238	1.39E-003	2.81E-002	8.11E-003	9.31E+001
2239	-4.52E-004	2.49E-002	3.32E-003	9.31E+001
2240	-4.95E-003	2.78E-002	3.42E-003	9.31E+001
2241	3.60E-003	3.57E-002	2.93E-004	9.29E+001
2242	5.37E-003	3.00E-002	3.42E-003	9.29E+001
2243	-1.96E-003	2.66E-002	7.81E-004	9.29E+001
2244	-5.05E-003	2.16E-002	6.35E-003	9.28E+001
2245	8.81E-004	2.25E-002	2.34E-003	9.28E+001
2246	2.88E-003	2.76E-002	2.25E-003	9.28E+001
2247	-6.01E-004	2.47E-002	3.22E-003	9.28E+001
2248	-6.44E-004	2.04E-002	2.25E-003	9.28E+001
2249	-1.50E-004	2.40E-002	1.86E-003	9.29E+001
2250	-2.75E-003	2.67E-002	3.91E-004	9.30E+001
2251	-2.47E-004	2.51E-002	5.86E-004	9.30E+001
2252	3.17E-004	2.66E-002	5.76E-003	9.30E+001
2253	-1.44E-003	2.29E-002	8.79E-003	9.32E+001
2254	-8.42E-004	2.12E-002	6.64E-003	9.32E+001
2255	-1.46E-003	2.19E-002	1.66E-003	9.33E+001
2256	-3.15E-003	2.25E-002	1.05E-002	9.34E+001
2257	-2.46E-003	2.32E-002	2.64E-003	9.35E+001
2258	0.00E+000	1.75E-002	3.71E-003	9.36E+001
2259	1.14E-003	1.92E-002	5.76E-003	9.37E+001
2260	-1.90E-004	2.61E-002	4.01E-003	9.39E+001
2261	-4.64E-003	2.35E-002	6.84E-004	9.40E+001
2262	-2.09E-003	3.10E-002	9.67E-003	9.41E+001
2263	1.47E-003	2.66E-002	2.05E-003	9.42E+001
2264	2.46E-003	2.21E-002	2.05E-003	9.44E+001
2265	-1.57E-003	2.94E-002	8.99E-003	9.45E+001
2266	-5.74E-003	2.06E-002	2.54E-003	9.46E+001
2267	7.17E-004	1.94E-002	6.84E-004	9.47E+001
2268	7.31E-004	2.20E-002	2.25E-003	9.47E+001
2269	-2.64E-003	1.84E-002	9.77E-003	9.48E+001
2270	-5.77E-004	2.04E-002	6.06E-003	9.49E+001
2271	-2.89E-003	2.02E-002	5.86E-003	9.50E+001
2272	-2.03E-003	2.46E-002	6.25E-003	9.50E+001
2273	1.02E-003	1.99E-002	3.32E-003	9.50E+001
2274	-3.57E-004	1.83E-002	3.52E-003	9.50E+001
2275	-3.01E-004	2.62E-002	6.84E-004	9.49E+001
2276	1.25E-003	1.86E-002	9.80E-005	9.50E+001
2277	9.64E-004	2.29E-002	2.25E-003	9.49E+001
2278	-2.26E-003	2.59E-002	5.86E-004	9.48E+001
2279	5.31E-004	1.49E-002	5.18E-003	9.48E+001
2280	1.41E-003	2.23E-002	4.01E-003	9.47E+001
2281	7.50E-005	2.38E-002	2.93E-004	9.45E+001
2282	8.40E-005	2.32E-002	2.25E-003	9.45E+001
2283	-2.53E-004	2.87E-002	4.20E-003	9.44E+001
2284	7.66E-004	2.10E-002	3.42E-003	9.42E+001
2285	3.40E-005	1.73E-002	2.35E-003	9.40E+001
2286	-5.99E-004	1.05E-002	5.67E-003	9.39E+001
2287	-2.28E-004	2.55E-002	3.91E-003	9.37E+001
2288	3.19E-004	1.91E-002	6.65E-003	9.35E+001
2289	-1.19E-003	1.83E-002	2.25E-003	9.34E+001
2290	2.03E-003	2.32E-002	2.64E-003	9.33E+001
2291	5.51E-004	2.76E-002	2.93E-004	9.31E+001
2292	-1.91E-003	2.71E-002	6.84E-004	9.30E+001
2293	-8.10E-005	2.79E-002	3.42E-003	9.28E+001
2294	-3.06E-004	1.72E-002	1.17E-003	9.26E+001
2295	-7.86E-004	1.69E-002	3.42E-003	9.26E+001
2296	1.66E-003	1.70E-002	3.32E-003	9.25E+001
2297	2.01E-004	3.26E-002	6.84E-003	9.24E+001
2298	-9.05E-004	2.68E-002	2.64E-003	9.23E+001
2299	-2.42E-003	1.14E-002	4.30E-003	9.23E+001
2300	1.29E-003	1.59E-002	9.77E-004	9.23E+001
2301	-6.60E-005	1.52E-002	3.23E-003	9.23E+001
2302	-8.95E-004	2.90E-002	7.04E-003	9.24E+001
2303	-6.15E-004	2.28E-002	4.89E-003	9.25E+001
2304	-7.78E-004	1.65E-002	1.37E-003	9.25E+001
2305	1.95E-004	2.09E-002	1.86E-003	9.25E+001
2306	6.68E-004	1.25E-002	5.57E-003	9.26E+001
2307	5.12E-004	1.26E-002	3.91E-003	9.27E+001
2308	-6.72E-004	2.67E-002	6.06E-003	9.26E+001
2309	-5.20E-005	2.16E-002	6.74E-003	9.24E+001
2310	1.70E-003	1.91E-002	4.79E-003	9.23E+001
2311	7.13E-004	1.87E-002	5.77E-003	9.20E+001
2312	8.24E-004	1.67E-002	4.20E-003	9.15E+001
2313	-2.14E-003	1.01E-002	4.01E-003	9.10E+001
2314	5.42E-004	2.69E-002	4.69E-003	9.02E+001
2315	6.27E-004	1.99E-002	4.10E-003	8.92E+001
2316	3.04E-003	1.82E-002	1.95E-003	8.80E+001
2317	2.24E-003	1.69E-002	2.15E-003	8.67E+001
2318	-2.28E-003	1.21E-002	7.23E-003	8.50E+001
2319	-2.38E-003	8.59E-003	7.43E-003	8.31E+001
2320	3.12E-003	2.54E-002	4.59E-003	8.10E+001
2321	-2.34E-004	1.93E-002	5.67E-003	7.85E+001
2322	-3.09E-004	1.33E-002	1.65E-002	7.58E+001
2323	-3.69E-003	1.71E-002	1.86E-002	7.30E+001
2324	-4.00E-005	1.89E-002	1.96E-002	7.00E+001
2325	-1.41E-003	2.43E-002	2.90E-002	6.67E+001
2326	4.45E-004	1.03E-002	3.30E-002	6.33E+001
2327	1.51E-003	1.82E-002	3.70E-002	5.98E+001
2328	-1.23E-003	1.26E-002	4.62E-002	5.62E+001
2329	1.00E-003	6.70E-003	5.28E-002	5.26E+001
2330	1.95E-004	2.17E-002	6.68E-002	4.90E+001
2331	3.59E-004	2.36E-002	7.03E-002	4.54E+001
2332	3.72E-004	1.45E-002	7.71E-002	4.19E+001
2333	8.84E-004	1.38E-002	7.18E-002	3.85E+001
2334	-8.94E-004	1.61E-002	7.54E-002	3.52E+001
2335	1.31E-003	2.04E-002	6.90E-002	3.21E+001
2336	6.62E-003	2.13E-002	6.17E-002	2.91E+001
2337	2.20E-003	1.44E-002	5.34E-002	2.65E+001
2338	4.22E-003	1.58E-002	5.39E-002	2.39E+001
2339	3.36E-003	2.56E-002	4.45E-002	2.14E+001
2340	4.45E-003	2.28E-002	3.86E-002	1.93E+001
2341	4.81E-003	8.18E-003	3.26E-002	1.73E+001
2342	1.20E-002	2.03E-002	2.56E-002	1.54E+001
2343	6.07E-003	1.48E-002	2.12E-002	1.38E+001
2344	1.29E-002	2.13E-002	2.02E-002	1.23E+001
2345	1.75E-003	1.46E-002	1.36E-002	1.09E+001
2346	1.04E-002	1.47E-002	1.13E-002	9.74E+000
2347	1.06E-002	1.88E-002	1.17E-002	8.65E+000
2348	1.08E-002	2.26E-002	5.28E-003	7.79E+000
2349	1.32E-002	1.55E-002	6.06E-003	7.00E+000
2350	1.31E-002	2.51E-002	7.13E-003	6.29E+000
2351	1.52E-002	1.78E-002	1.08E-003	5.55E+000
2352	1.56E-002	1.64E-002	3.91E-003	4.95E+000
2353	1.30E-002	1.89E-002	4.30E-003	4.43E+000
2354	1.40E-002	1.96E-002	3.81E-003	3.99E+000
2355	1.06E-002	1.26E-002	5.96E-003	3.54E+000
2356	1.12E-002	1.77E-002	7.92E-003	3.15E+000
2357	1.02E-002	2.68E-002	8.50E-003	2.92E+000
2358	9.41E-003	1.79E-002	4.40E-003	2.61E+000
2359	1.43E-002	1.47E-002	2.83E-003	2.30E+000
2360	1.01E-002	3.09E-002	2.44E-003	2.06E+000
2361	4.40E-003	1.74E-002	2.83E-003	1.92E+000
2362	9.52E-003	1.68E-002	2.54E-003	1.74E+000
2363	8.90E-003	1.82E-002	5.38E-003	1.54E+000
2364	7.15E-003	1.24E-002	4.98E-003	1.45E+000
2365	5.39E-003	2.21E-002	3.23E-003	1.34E+000
2366	3.38E-003	1.13E-002	5.38E-003	1.08E+000
2367	3.03E-003	1.28E-002	5.86E-004	1.11E+000
2368	3.73E-003	1.71E-002	9.80E-005	1.01E+000
2369	-7.31E-004	2.99E-002	1.47E-003	9.97E-001
2370	9.08E-004	2.16E-002	1.37E-003	8.03E-001
2371	2.06E-003	1.59E-002	5.77E-003	7.48E-001
2372	5.69E-004	1.25E-002	1.96E-003	7.21E-001
2373	-4.82E-003	1.78E-002	5.57E-003	6.27E-001
2374	2.16E-003	1.81E-002	2.05E-003	5.91E-001
2375	-1.95E-003	4.36E-003	5.86E-004	6.19E-001
2376	1.07E-003	2.14E-002	1.66E-003	5.26E-001
2377	2.91E-004	1.80E-002	2.35E-003	4.18E-001
2378	-1.30E-003	1.77E-002	4.89E-004	3.68E-001
2379	3.99E-003	1.15E-002	3.81E-003	3.46E-001
2380	-4.89E-003	1.48E-002	1.08E-003	3.38E-001
2381	-1.45E-003	1.18E-002	2.05E-003	2.62E-001
2382	-1.05E-003	9.90E-003	3.71E-003	2.46E-001
2383	1.15E-003	1.04E-002	1.08E-003	2.48E-001
2384	4.73E-003	1.60E-002	3.91E-004	1.85E-001
2385	3.25E-003	1.77E-002	3.91E-004	2.30E-001
2386	-2.60E-004	1.28E-002	1.56E-003	1.76E-001
2387	2.04E-003	9.47E-003	9.77E-004	1.86E-001
2388	4.16E-004	6.26E-003	9.80E-005	1.57E-001
2389	-1.52E-003	1.24E-002	1.76E-003	1.46E-001
2390	-9.26E-004	1.35E-002	1.47E-003	1.20E-001
2391	3.87E-004	1.60E-002	3.62E-003	1.36E-001
2392	4.03E-003	7.63E-003	1.05E-002	1.07E-001
2393	3.64E-003	2.19E-002	3.23E-003	1.38E-001
2394	2.44E-003	1.01E-002	3.91E-004	8.31E-002
2395	3.77E-003	1.93E-002	6.06E-003	9.38E-002
2396	9.35E-004	3.96E-003	2.25E-003	9.25E-002
2397	-2.96E-003	2.97E-003	3.03E-003	7.02E-002
2398	7.84E-003	6.80E-003	6.16E-003	7.50E-002
2399	8.00E-006	1.18E-002	7.82E-004	7.82E-002
2400	1.47E-003	4.44E-004	2.25E-003	6.46E-002
2401	5.44E-003	1.12E-002	9.77E-004	5.45E-002
2402	-1.65E-003	1.22E-002	1.95E-004	5.94E-002
2403	-1.09E-003	1.07E-002	4.11E-003	8.19E-002
2404	3.38E-003	1.57E-003	7.04E-003	4.19E-002
2405	-2.83E-003	5.92E-003	4.89E-003	3.30E-002
2406	4.74E-003	1.02E-002	3.42E-003	3.09E-002
2407	-5.54E-003	1.55E-002	1.96E-003	2.68E-002
2408	5.24E-003	7.13E-003	3.91E-003	5.43E-002
2409	8.11E-003	6.36E-003	4.59E-003	7.55E-002
2410	-8.71E-004	-6.64E-004	2.35E-003	3.60E-002
2411	5.54E-004	1.33E-002	2.54E-003	4.64E-002
2412	4.26E-004	4.99E-003	2.35E-003	4.16E-002
2413	-4.27E-004	9.94E-003	8.80E-004	2.37E-002
2414	4.28E-003	1.68E-003	2.25E-003	4.26E-002
2415	2.81E-004	7.86E-003	5.96E-003	2.86E-002
2416	1.05E-003	1.72E-002	3.32E-003	5.23E-003
2417	-3.06E-003	-4.01E-003	5.87E-003	2.30E-002
2418	4.53E-003	6.38E-003	2.93E-003	2.26E-002
2419	5.63E-003	1.45E-003	8.11E-003	2.04E-002
2420	1.96E-003	7.89E-003	2.84E-003	3.07E-002
2421	5.24E-003	6.36E-003	1.56E-003	1.23E-002
2422	9.41E-003	1.00E-002	2.54E-003	2.37E-002
2423	-4.31E-004	4.26E-003	2.93E-003	1.60E-002
2424	-1.72E-003	-3.35E-003	6.16E-003	1.50E-002
2425	9.30E-003	6.11E-003	3.81E-003	1.50E-002
2426	7.37E-003	-6.96E-003	4.99E-003	7.48E-003
2427	8.05E-003	4.62E-003	6.65E-003	6.10E-003
2428	-4.50E-003	6.39E-003	5.57E-003	3.10E-002
2429	1.78E-003	7.34E-004	6.55E-003	1.79E-002
2430	7.65E-003	3.39E-003	6.84E-003	1.28E-002
2431	6.89E-003	-3.94E-003	1.13E-002	-9.98E-003
2432	-4.42E-003	4.90E-003	1.16E-002	1.23E-002
2433	5.89E-003	4.16E-004	1.33E-002	1.64E-002
2434	-3.09E-003	1.24E-002	1.27E-002	2.60E-003
2435	1.33E-002	3.95E-003	1.08E-002	1.82E-002
2436	1.43E-003	-1.17E-002	1.23E-002	2.08E-003
2437	2.12E-003	-5.26E-004	1.22E-002	5.72E-003
2438	1.80E-003	6.02E-003	1.36E-002	8.83E-003
2439	-2.46E-003	1.75E-002	1.01E-002	4.69E-003
2440	5.59E-003	1.08E-002	9.28E-003	2.25E-002
2441	-7.77E-003	8.11E-003	2.03E-002	1.57E-002
2442	1.08E-002	-8.78E-003	1.84E-002	-8.22E-003
2443	-9.46E-003	1.07E-002	2.00E-002	-3.64E-003
2444	9.63E-004	3.34E-003	1.68E-002	4.74E-003
2445	-3.87E-004	1.15E-002	1.37E-002	2.08E-002
2446	1.71E-003	-3.90E-003	1.27E-002	5.44E-003
2447	-2.68E-003	-1.05E-002	1.24E-002	1.59E-002
2448	1.01E-003	6.46E-004	1.45E-002	-3.17E-003
2449	-3.10E-003	6.92E-003	1.22E-002	8.83E-003
2450	2.97E-003	1.21E-002	1.90E-002	-9.48E-005
2451	-3.48E-003	1.19E-003	1.52E-002	4.83E-003
2452	-2.79E-003	-6.49E-003	9.67E-003	-4.28E-003
2453	2.39E-003	4.29E-003	1.80E-002	2.38E-002
2454	1.66E-003	-1.10E-002	7.03E-003	-9.69E-003
2455	-4.84E-003	-9.68E-003	2.12E-002	-3.53E-003
2456	-3.48E-003	1.05E-002	1.33E-002	-2.29E-002
2457	4.47E-004	1.41E-002	6.35E-003	4.76E-003
2458	-5.74E-003	2.28E-003	6.64E-003	9.72E-003
2459	3.42E-003	-7.54E-003	1.19E-002	3.03E-002
2460	-4.44E-004	2.39E-003	1.50E-002	2.09E-002
2461	1.68E-003	1.45E-002	9.67E-003	-1.27E-002
2462	-1.17E-003	6.58E-003	5.76E-003	-7.11E-003
2463	-1.55E-003	2.41E-004	9.47E-003	7.03E-003
2464	3.42E-004	1.20E-002	5.47E-003	1.08E-002
2465	4.01E-003	5.09E-003	1.11E-002	3.44E-003
2466	-8.29E-004	-9.40E-003	8.99E-003	-2.10E-002
2467	-3.08E-003	2.54E-003	1.33E-002	-1.42E-002
2468	3.48E-003	3.12E-003	2.44E-003	1.84E-002
2469	3.77E-003	2.09E-003	8.59E-003	1.96E-002
2470	1.28E-003	-3.12E-004	1.76E-003	9.59E-003
2471	1.72E-003	2.11E-003	8.01E-003	-9.40E-003
2472	-1.07E-003	-1.12E-002	2.73E-003	-3.27E-005
2473	3.03E-004	-4.95E-003	8.79E-003	1.81E-002
2474	6.79E-004	6.72E-003	1.07E-003	1.45E-002
2475	1.60E-003	-1.07E-003	3.71E-003	-7.93E-003
2476	2.70E-003	4.79E-003	9.28E-003	-1.75E-002
2477	5.28E-003	2.29E-003	5.57E-003	2.67E-002
2478	1.71E-004	-5.45E-003	4.88E-004	-2.83E-004
2479	1.84E-003	4.21E-003	6.93E-003	-1.56E-002
2480	-1.18E-003	-1.21E-003	3.03E-003	4.50E-003
2481	-5.44E-004	-7.24E-003	3.52E-003	-1.01E-003
2482	8.94E-003	6.09E-003	1.22E-002	5.17E-006
2483	-1.00E-002	4.52E-003	4.30E-003	2.58E-003
2484	1.32E-003	-2.24E-003	7.03E-003	-7.87E-003
2485	8.36E-003	5.29E-003	4.20E-003	-1.12E-002
2486	-3.46E-004	3.02E-003	6.74E-003	-1.65E-003
2487	-1.81E-003	1.46E-002	3.71E-003	1.94E-002
2488	-9.54E-003	9.52E-003	1.37E-003	1.71E-002
2489	-3.24E-003	3.07E-003	6.15E-003	1.30E-002
2490	4.10E-003	-9.25E-003	2.54E-003	-5.77E-003
2491	-3.28E-004	5.21E-003	6.44E-003	9.37E-003
2492	-1.41E-003	6.88E-003	6.64E-003	-1.29E-002
2493	-5.98E-004	1.83E-002	8.69E-003	-6.15E-003
2494	-6.64E-004	3.59E-003	1.76E-003	1.45E-003
2495	3.05E-003	4.69E-004	2.73E-003	4.45E-003
2496	-5.34E-003	-1.60E-003	5.17E-003	-9.75E-004
2497	-2.72E-003	3.97E-003	5.86E-004	-3.31E-003
2498	-1.37E-003	-2.24E-004	1.37E-003	-3.96E-003
2499	-3.64E-003	6.50E-003	4.78E-003	2.86E-003
2500	5.67E-004	1.09E-003	1.37E-003	2.21E-002
2501	5.13E-003	-6.57E-003	6.83E-003	0.00E+000
2502	3.87E-003	2.95E-003	6.83E-003	-0.00E+000
2503	3.83E-003	-1.17E-002	1.95E-004	0.00E+000
2504	-4.74E-003	-1.24E-002	2.93E-003	-0.00E+000
2505	3.59E-003	4.36E-003	1.66E-003	-0.00E+000
2506	3.64E-003	2.20E-002	4.29E-003	0.00E+000
2507	-2.24E-003	5.02E-003	2.34E-003	0.00E+000
2508	1.06E-003	-6.52E-003	6.63E-003	0.00E+000
2509	3.74E-004	-7.10E-003	4.10E-003	0.00E+000
2510	-1.25E-003	6.76E-004	1.56E-003	0.00E+000
2511	5.04E-004	7.65E-003	2.93E-004	-0.00E+000
2512	-8.20E-005	-2.50E-003	5.85E-004	-0.00E+000
2513	1.18E-004	-1.05E-002	4.98E-003	0.00E+000
2514	-2.25E-003	1.29E-003	6.83E-003	-0.00E+000
2515	-1.20E-003	6.82E-003	4.00E-003	-0.00E+000
2516	-1.21E-003	-7.78E-003	3.90E-003	0.00E+000
2517	2.77E-003	-9.30E-003	2.54E-003	-0.00E+000
2518	6.88E-003	7.61E-003	3.12E-003	0.00E+000
2519	5.23E-003	2.22E-002	4.00E-003	0.00E+000
2520	-4.95E-003	-1.92E-003	6.53E-003	-0.00E+000
2521	-6.02E-003	-1.06E-002	4.00E-003	0.00E+000
2522	3.57E-003	-5.13E-003	1.95E-003	0.00E+000
2523	5.92E-003	9.06E-003	7.90E-003	0.00E+000
2524	3.60E-004	1.13E-002	1.07E-003	-0.00E+000
2525	5.04E-003	-3.43E-004	6.63E-003	-0.00E+000
2526	5.01E-003	-1.50E-002	7.80E-004	0.00E+000
2527	-1.10E-003	-9.19E-004	2.44E-003	0.00E+000
2528	-4.67E-003	5.63E-003	9.80E-005	0.00E+000
2529	3.58E-003	-8.37E-003	6.83E-003	-0.00E+000
2530	8.66E-004	-4.45E-003	5.66E-003	-0.00E+000
2531	-3.21E-003	-4.46E-003	1.46E-003	0.00E+000
2532	-4.64E-003	2.99E-003	2.34E-003	-0.00E+000
2533	-9.77E-003	1.32E-002	8.78E-004	-0.00E+000
2534	-1.40E-003	5.29E-003	7.41E-003	0.00E+000
2535	3.38E-003	5.87E-004	1.11E-002	0.00E+000
2536	-5.70E-004	-7.74E-003	2.54E-003	0.00E+000
2537	-3.23E-003	1.17E-002	1.07E-003	0.00E+000
2538	-8.36E-003	2.10E-002	2.34E-003	0.00E+000
2539	-5.61E-003	1.26E-003	3.90E-004	-0.00E+000
2540	3.37E-003	-4.27E-003	6.82E-003	-0.00E+000
2541	6.46E-003	-3.57E-003	6.82E-003	0.00E+000
2542	3.49E-003	-8.25E-004	1.95E-004	0.00E+000
2543	-3.81E-003	7.59E-003	1.66E-003	0.00E+000
2544	-1.06E-002	1.30E-002	7.51E-003	-0.00E+000
2545	-2.23E-004	1.20E-002	6.05E-003	-0.00E+000
2546	3.07E-003	-5.87E-004	1.76E-003	0.00E+000
2547	2.11E-003	-1.30E-002	5.85E-004	-0.00E+000
2548	1.12E-002	-1.76E-003	5.95E-003	-0.00E+000
2549	1.43E-002	-1.25E-002	8.78E-004	-0.00E+000
2550	-4.32E-003	-3.95E-003	6.43E-003	-0.00E+000
2551	-2.67E-003	7.70E-003	2.92E-003	-0.00E+000
2552	-6.69E-004	1.63E-003	1.66E-003	0.00E+000
2553	-7.47E-003	5.05E-003	1.09E-002	-0.00E+000
2554	1.69E-003	1.30E-002	7.20E-003	0.00E+000
2555	2.64E-003	9.66E-003	8.47E-003	0.00E+000
2556	3.79E-003	3.89E-003	5.84E-003	0.00E+000
2557	6.70E-003	1.27E-003	5.35E-003	-0.00E+000
2558	8.85E-004	-9.64E-003	1.12E-002	-0.00E+000
2559	-4.35E-003	-6.12E-003	1.21E-002	-0.00E+000
2560	2.30E-003	1.35E-002	1.31E-002	0.00E+000
2561	1.25E-003	2.42E-005	1.13E-002	0.00E+000
2562	1.34E-003	3.87E-003	1.33E-002	0.00E+000
2563	1.70E-004	8.97E-003	1.17E-002	-0.00E+000
2564	8.76E-003	-1.86E-002	1.16E-002	-0.00E+000
2565	1.41E-002	-7.70E-004	1.16E-002	0.00E+000
2566	1.17E-003	7.49E-004	1.53E-002	-0.00E+000
2567	1.42E-003	-1.05E-003	1.14E-002	0.00E+000
2568	1.30E-002	1.15E-002	1.51E-002	-0.00E+000
2569	1.14E-002	7.30E-003	1.76E-002	-0.00E+000
2570	-5.84E-003	2.13E-003	1.87E-002	0.00E+000
2571	-3.11E-003	-1.17E-002	2.22E-002	-0.00E+000
2572	6.97E-004	-1.44E-002	2.09E-002	0.00E+000
2573	-2.03E-003	2.52E-003	2.10E-002	0.00E+000
2574	7.52E-003	5.95E-003	1.95E-002	0.00E+000
2575	3.96E-003	3.40E-003	2.43E-002	0.00E+000
2576	2.14E-004	1.88E-002	2.43E-002	0.00E+000
2577	3.76E-003	1.91E-002	2.76E-002	-0.00E+000
2578	-7.03E-003	-3.25E-003	2.81E-002	-0.00E+000
2579	-8.20E-003	-1.55E-002	2.55E-002	0.00E+000
2580	1.21E-002	1.10E-002	2.90E-002	0.00E+000
2581	9.61E-003	-1.09E-002	2.64E-002	0.00E+000
2582	-1.23E-002	-1.44E-002	2.94E-002	-0.00E+000
2583	-1.49E-002	4.30E-004	3.42E-002	-0.00E+000
2584	1.82E-002	6.75E-003	3.29E-002	-0.00E+000
2585	2.24E-003	1.27E-002	3.16E-002	-0.00E+000
2586	-1.90E-003	7.49E-003	3.21E-002	0.00E+000
2587	1.94E-003	2.29E-004	3.10E-002	0.00E+000
2588	-2.71E-003	1.49E-002	3.27E-002	-0.00E+000
2589	9.34E-003	-5.37E-003	3.94E-002	-0.00E+000
2590	-5.39E-003	1.72E-002	4.59E-002	0.00E+000
2591	-2.23E-002	2.09E-002	4.68E-002	0.00E+000
2592	1.12E-002	2.52E-002	4.27E-002	0.00E+000
2593	1.18E-002	-2.01E-003	3.72E-002	-0.00E+000
2594	-3.33E-003	-5.04E-003	4.20E-002	-0.00E+000
2595	-1.47E-003	-8.12E-003	4.60E-002	-0.00E+000
2596	1.12E-002	-1.46E-002	4.29E-002	0.00E+000
2597	-5.68E-003	1.17E-002	4.45E-002	0.00E+000
2598	-6.07E-003	3.28E-002	4.78E-002	-0.00E+000
2599	-4.50E-003	1.93E-002	5.15E-002	0.00E+000
2600	2.54E-002	-8.20E-003	5.04E-002	0.00E+000
2601	3.02E-003	-1.06E-003	4.51E-002	-0.00E+000
2602	8.90E-003	-1.75E-002	5.10E-002	0.00E+000
2603	5.28E-003	-1.14E-002	5.11E-002	-0.00E+000
2604	-4.07E-003	2.09E-002	5.18E-002	-0.00E+000
2605	3.97E-003	-7.67E-004	5.54E-002	-0.00E+000
2606	2.02E-002	2.11E-002	4.67E-002	-0.00E+000
2607	5.24E-004	7.62E-003	4.95E-002	0.00E+000
2608	1.94E-002	2.29E-002	5.21E-002	0.00E+000
2609	2.68E-003	4.62E-003	4.93E-002	0.00E+000
2610	-2.20E-002	-6.79E-003	4.93E-002	-0.00E+000
2611	-5.92E-003	4.72E-003	5.22E-002	-0.00E+000
2612	8.89E-003	-9.09E-003	4.98E-002	-0.00E+000
2613	-1.61E-003	5.96E-004	4.78E-002	-0.00E+000
2614	2.57E-002	4.89E-003	4.91E-002	0.00E+000
2615	-3.66E-003	-2.34E-002	4.91E-002	0.00E+000
2616	-5.16E-003	2.09E-002	5.38E-002	-0.00E+000
2617	-7.89E-003	-5.05E-004	5.27E-002	-0.00E+000
2618	-1.12E-002	-8.76E-003	4.90E-002	-0.00E+000
2619	-1.17E-002	-5.66E-003	5.30E-002	-0.00E+000
2620	4.42E-003	9.67E-003	5.14E-002	0.00E+000
2621	-3.42E-003	-2.21E-002	5.11E-002	0.00E+000
2622	-6.12E-003	6.54E-003	4.75E-002	-0.00E+000
2623	-9.66E-003	3.35E-002	4.70E-002	0.00E+000
2624	1.48E-002	1.15E-002	4.37E-002	0.00E+000
2625	-2.06E-003	-2.30E-002	4.96E-002	0.00E+000
