#Teff    logg   Z/Zo            SED_name
 18000   2.50   0.5 		t18000.g2.50z0.5.dat.txt
 18000   2.75   0.5 		t18000.g2.75z0.5.dat.txt
 18000   3.00   0.5 		t18000.g3.00z0.5.dat.txt
 18000   3.25   0.5 		t18000.g3.25z0.5.dat.txt
 18000   3.50   0.5 		t18000.g3.50z0.5.dat.txt
 18000   3.75   0.5 		t18000.g3.75z0.5.dat.txt
 18000   4.00   0.5 		t18000.g4.00z0.5.dat.txt
 18000   4.25   0.5 		t18000.g4.25z0.5.dat.txt
 18000   4.50   0.5 		t18000.g4.50z0.5.dat.txt
 18000   4.75   0.5 		t18000.g4.75z0.5.dat.txt
 19000   2.25   0.5 		t19000.g2.25z0.5.dat.txt
 19000   2.50   0.5 		t19000.g2.50z0.5.dat.txt
 19000   2.75   0.5 		t19000.g2.75z0.5.dat.txt
 19000   3.00   0.5 		t19000.g3.00z0.5.dat.txt
 19000   3.25   0.5 		t19000.g3.25z0.5.dat.txt
 19000   3.50   0.5 		t19000.g3.50z0.5.dat.txt
 19000   3.75   0.5 		t19000.g3.75z0.5.dat.txt
 19000   4.00   0.5 		t19000.g4.00z0.5.dat.txt
 19000   4.25   0.5 		t19000.g4.25z0.5.dat.txt
 19000   4.50   0.5 		t19000.g4.50z0.5.dat.txt
 19000   4.75   0.5 		t19000.g4.75z0.5.dat.txt
 20000   2.25   0.5 		t20000.g2.25z0.5.dat.txt
 20000   2.50   0.5 		t20000.g2.50z0.5.dat.txt
 20000   2.75   0.5 		t20000.g2.75z0.5.dat.txt
 20000   3.00   0.5 		t20000.g3.00z0.5.dat.txt
 20000   3.25   0.5 		t20000.g3.25z0.5.dat.txt
 20000   3.50   0.5 		t20000.g3.50z0.5.dat.txt
 20000   3.75   0.5 		t20000.g3.75z0.5.dat.txt
 20000   4.00   0.5 		t20000.g4.00z0.5.dat.txt
 20000   4.25   0.5 		t20000.g4.25z0.5.dat.txt
 20000   4.50   0.5 		t20000.g4.50z0.5.dat.txt
 20000   4.75   0.5 		t20000.g4.75z0.5.dat.txt
 21000   2.50   0.5 		t21000.g2.50z0.5.dat.txt
 21000   2.75   0.5 		t21000.g2.75z0.5.dat.txt
 21000   3.00   0.5 		t21000.g3.00z0.5.dat.txt
 21000   3.25   0.5 		t21000.g3.25z0.5.dat.txt
 21000   3.50   0.5 		t21000.g3.50z0.5.dat.txt
 21000   3.75   0.5 		t21000.g3.75z0.5.dat.txt
 21000   4.00   0.5 		t21000.g4.00z0.5.dat.txt
 21000   4.25   0.5 		t21000.g4.25z0.5.dat.txt
 21000   4.50   0.5 		t21000.g4.50z0.5.dat.txt
 21000   4.75   0.5 		t21000.g4.75z0.5.dat.txt
 22000   2.50   0.5 		t22000.g2.50z0.5.dat.txt
 22000   2.75   0.5 		t22000.g2.75z0.5.dat.txt
 22000   3.00   0.5 		t22000.g3.00z0.5.dat.txt
 22000   3.25   0.5 		t22000.g3.25z0.5.dat.txt
 22000   3.50   0.5 		t22000.g3.50z0.5.dat.txt
 22000   3.75   0.5 		t22000.g3.75z0.5.dat.txt
 22000   4.00   0.5 		t22000.g4.00z0.5.dat.txt
 22000   4.25   0.5 		t22000.g4.25z0.5.dat.txt
 22000   4.50   0.5 		t22000.g4.50z0.5.dat.txt
 22000   4.75   0.5 		t22000.g4.75z0.5.dat.txt
 23000   2.50   0.5 		t23000.g2.50z0.5.dat.txt
 23000   2.75   0.5 		t23000.g2.75z0.5.dat.txt
 23000   3.00   0.5 		t23000.g3.00z0.5.dat.txt
 23000   3.25   0.5 		t23000.g3.25z0.5.dat.txt
 23000   3.50   0.5 		t23000.g3.50z0.5.dat.txt
 23000   3.75   0.5 		t23000.g3.75z0.5.dat.txt
 23000   4.00   0.5 		t23000.g4.00z0.5.dat.txt
 23000   4.25   0.5 		t23000.g4.25z0.5.dat.txt
 23000   4.50   0.5 		t23000.g4.50z0.5.dat.txt
 23000   4.75   0.5 		t23000.g4.75z0.5.dat.txt
 24000   2.50   0.5 		t24000.g2.50z0.5.dat.txt
 24000   2.75   0.5 		t24000.g2.75z0.5.dat.txt
 24000   3.00   0.5 		t24000.g3.00z0.5.dat.txt
 24000   3.25   0.5 		t24000.g3.25z0.5.dat.txt
 24000   3.50   0.5 		t24000.g3.50z0.5.dat.txt
 24000   3.75   0.5 		t24000.g3.75z0.5.dat.txt
 24000   4.00   0.5 		t24000.g4.00z0.5.dat.txt
 24000   4.25   0.5 		t24000.g4.25z0.5.dat.txt
 24000   4.50   0.5 		t24000.g4.50z0.5.dat.txt
 24000   4.75   0.5 		t24000.g4.75z0.5.dat.txt
 25000   2.75   0.5 		t25000.g2.75z0.5.dat.txt
 25000   3.00   0.5 		t25000.g3.00z0.5.dat.txt
 25000   3.25   0.5 		t25000.g3.25z0.5.dat.txt
 25000   3.50   0.5 		t25000.g3.50z0.5.dat.txt
 25000   3.75   0.5 		t25000.g3.75z0.5.dat.txt
 25000   4.00   0.5 		t25000.g4.00z0.5.dat.txt
 25000   4.25   0.5 		t25000.g4.25z0.5.dat.txt
 25000   4.50   0.5 		t25000.g4.50z0.5.dat.txt
 25000   4.75   0.5 		t25000.g4.75z0.5.dat.txt
 26000   2.75   0.5 		t26000.g2.75z0.5.dat.txt
 26000   3.00   0.5 		t26000.g3.00z0.5.dat.txt
 26000   3.25   0.5 		t26000.g3.25z0.5.dat.txt
 26000   3.50   0.5 		t26000.g3.50z0.5.dat.txt
 26000   3.75   0.5 		t26000.g3.75z0.5.dat.txt
 26000   4.00   0.5 		t26000.g4.00z0.5.dat.txt
 26000   4.25   0.5 		t26000.g4.25z0.5.dat.txt
 26000   4.50   0.5 		t26000.g4.50z0.5.dat.txt
 26000   4.75   0.5 		t26000.g4.75z0.5.dat.txt
 27000   2.75   0.5 		t27000.g2.75z0.5.dat.txt
 27000   3.00   0.5 		t27000.g3.00z0.5.dat.txt
 27000   3.25   0.5 		t27000.g3.25z0.5.dat.txt
 27000   3.50   0.5 		t27000.g3.50z0.5.dat.txt
 27000   3.75   0.5 		t27000.g3.75z0.5.dat.txt
 27000   4.00   0.5 		t27000.g4.00z0.5.dat.txt
 27000   4.25   0.5 		t27000.g4.25z0.5.dat.txt
 27000   4.50   0.5 		t27000.g4.50z0.5.dat.txt
 27000   4.75   0.5 		t27000.g4.75z0.5.dat.txt
 28000   2.75   0.5 		t28000.g2.75z0.5.dat.txt
 28000   3.00   0.5 		t28000.g3.00z0.5.dat.txt
 28000   3.25   0.5 		t28000.g3.25z0.5.dat.txt
 28000   3.50   0.5 		t28000.g3.50z0.5.dat.txt
 28000   3.75   0.5 		t28000.g3.75z0.5.dat.txt
 28000   4.00   0.5 		t28000.g4.00z0.5.dat.txt
 28000   4.25   0.5 		t28000.g4.25z0.5.dat.txt
 28000   4.50   0.5 		t28000.g4.50z0.5.dat.txt
 28000   4.75   0.5 		t28000.g4.75z0.5.dat.txt
 29000   3.00   0.5 		t29000.g3.00z0.5.dat.txt
 29000   3.25   0.5 		t29000.g3.25z0.5.dat.txt
 29000   3.50   0.5 		t29000.g3.50z0.5.dat.txt
 29000   3.75   0.5 		t29000.g3.75z0.5.dat.txt
 29000   4.00   0.5 		t29000.g4.00z0.5.dat.txt
 29000   4.25   0.5 		t29000.g4.25z0.5.dat.txt
 29000   4.50   0.5 		t29000.g4.50z0.5.dat.txt
 29000   4.75   0.5 		t29000.g4.75z0.5.dat.txt
 30000   3.00   0.5 		t30000.g3.00z0.5.dat.txt
 30000   3.25   0.5 		t30000.g3.25z0.5.dat.txt
 30000   3.50   0.5 		t30000.g3.50z0.5.dat.txt
 30000   3.75   0.5 		t30000.g3.75z0.5.dat.txt
 30000   4.00   0.5 		t30000.g4.00z0.5.dat.txt
 30000   4.25   0.5 		t30000.g4.25z0.5.dat.txt
 30000   4.50   0.5 		t30000.g4.50z0.5.dat.txt
 30000   4.75   0.5 		t30000.g4.75z0.5.dat.txt
 32500   3.25   0.5 		t32500.g3.25z0.5.dat.txt
 32500   3.50   0.5 		t32500.g3.50z0.5.dat.txt
 32500   3.75   0.5 		t32500.g3.75z0.5.dat.txt
 32500   4.00   0.5 		t32500.g4.00z0.5.dat.txt
 32500   4.25   0.5 		t32500.g4.25z0.5.dat.txt
 32500   4.50   0.5 		t32500.g4.50z0.5.dat.txt
 32500   4.75   0.5 		t32500.g4.75z0.5.dat.txt
 35000   3.25   0.5 		t35000.g3.25z0.5.dat.txt
 35000   3.50   0.5 		t35000.g3.50z0.5.dat.txt
 35000   3.75   0.5 		t35000.g3.75z0.5.dat.txt
 35000   4.00   0.5 		t35000.g4.00z0.5.dat.txt
 35000   4.25   0.5 		t35000.g4.25z0.5.dat.txt
 35000   4.50   0.5 		t35000.g4.50z0.5.dat.txt
 35000   4.75   0.5 		t35000.g4.75z0.5.dat.txt
 37500   3.50   0.5 		t37500.g3.50z0.5.dat.txt
 37500   3.75   0.5 		t37500.g3.75z0.5.dat.txt
 37500   4.00   0.5 		t37500.g4.00z0.5.dat.txt
 37500   4.25   0.5 		t37500.g4.25z0.5.dat.txt
 37500   4.50   0.5 		t37500.g4.50z0.5.dat.txt
 37500   4.75   0.5 		t37500.g4.75z0.5.dat.txt
 40000   3.50   0.5 		t40000.g3.50z0.5.dat.txt
 40000   3.75   0.5 		t40000.g3.75z0.5.dat.txt
 40000   4.00   0.5 		t40000.g4.00z0.5.dat.txt
 40000   4.25   0.5 		t40000.g4.25z0.5.dat.txt
 40000   4.50   0.5 		t40000.g4.50z0.5.dat.txt
 40000   4.75   0.5 		t40000.g4.75z0.5.dat.txt
 42500   3.75   0.5 		t42500.g3.75z0.5.dat.txt
 42500   4.00   0.5 		t42500.g4.00z0.5.dat.txt
 42500   4.25   0.5 		t42500.g4.25z0.5.dat.txt
 42500   4.50   0.5 		t42500.g4.50z0.5.dat.txt
 42500   4.75   0.5 		t42500.g4.75z0.5.dat.txt
 45000   3.75   0.5 		t45000.g3.75z0.5.dat.txt
 45000   4.00   0.5 		t45000.g4.00z0.5.dat.txt
 45000   4.25   0.5 		t45000.g4.25z0.5.dat.txt
 45000   4.50   0.5 		t45000.g4.50z0.5.dat.txt
 45000   4.75   0.5 		t45000.g4.75z0.5.dat.txt
 47500   3.75   0.5 		t47500.g3.75z0.5.dat.txt
 47500   4.00   0.5 		t47500.g4.00z0.5.dat.txt
 47500   4.25   0.5 		t47500.g4.25z0.5.dat.txt
 47500   4.50   0.5 		t47500.g4.50z0.5.dat.txt
 47500   4.75   0.5 		t47500.g4.75z0.5.dat.txt
 50000   4.00   0.5 		t50000.g4.00z0.5.dat.txt
 50000   4.25   0.5 		t50000.g4.25z0.5.dat.txt
 50000   4.50   0.5 		t50000.g4.50z0.5.dat.txt
 50000   4.75   0.5 		t50000.g4.75z0.5.dat.txt
 52500   4.00   0.5 		t52500.g4.00z0.5.dat.txt
 52500   4.25   0.5 		t52500.g4.25z0.5.dat.txt
 52500   4.50   0.5 		t52500.g4.50z0.5.dat.txt
 52500   4.75   0.5 		t52500.g4.75z0.5.dat.txt
 55000   4.00   0.5 		t55000.g4.00z0.5.dat.txt
 55000   4.25   0.5 		t55000.g4.25z0.5.dat.txt
 55000   4.50   0.5 		t55000.g4.50z0.5.dat.txt
 55000   4.75   0.5 		t55000.g4.75z0.5.dat.txt
